location,size,society,total_sqft,bath,balcony,price
Hormavu,3,Neise P,1604,3,0,68
Old Airport Road,4,Jaades ,2732,4,3,204
Chandapura,2,SunceEs,1015,2,2,25.88
Banashankari,3,,1200,2,2,42
Ananth Nagar,2,,1010,2,2,38
Gandhi Bazar,6,,1020,6,1,370
Doddakallasandra,2,,1010,2,1,41
Yelahanka,2,DStus S,1050,2,2,33.1
Harlur,3,,1710,3,2,85
Mysore Road,3,PrntaEn,1248.52,3,2,115
Attibele,1,,410,1,1,10
Bannerghatta Road,3,DSnjh S,1656,2,1,62.93
Naganathapura,3,Malmsri,1451,3,1,68
Giri Nagar,6,,1200,3,0,175
JP Nagar,2,Maerar ,1250,2,2,93
Gandhi Bazar,6,,1020,6,1,370
Hebbal,4,Emceske,4600,6,2,650
Sonnenahalli,3,Laiteya,1340,2,3,42
Abbaiah Reddy Layout,2,SSaveik,1100,2,2,38.5
Whitefield,4,Toindls,6000,6,2,700
 Devarachikkanahalli,3,Heate L,1700,3,1,71
Gandhi Bazar,6,,1020,6,1,370
KR Puram,2,SViseun,1096,2,1,43
Electronic City Phase II,2,Sryalan,1160,2,1,33.5
"Sarjapur Road, ",3,,1936,3,2,139
Nehru Nagar,3,Undge T,1269,2,2,63
Richmond Road,3,,3500,3,1,630
Panathur,3,Prcesvy,1586,3,1,125
Rajaji Nagar,2,ProdsWe,1376,2,1,124
Kanakpura Road,3,JRrnauv,1452,3,3,56.5
Hosa Road,3,Sosisic,1538,3,1,107
Hosur Road,3,PuendWe,1427,2,1,130
Upadhyaya Layout,2,,935,2,0,40
Ashwath Nagar,2,Raeusiy,1220,2,3,65
Harlur,2,Prncyrn,1197,2,1,77
Varthur,2,,674,1,1,19.9
Kengeri,1,,410,1,1,15
Thanisandra,3,Bhmesy ,1573,3,1,90
Dodda Nekkundi,2,Srsami ,1135,2,2,58
Huskur,3,,1400,2,1,40.43
Agrahara Dasarahalli,1,,1200,1,0,65
Gandhi Bazar,6,,1020,6,1,370
Avalahalli,3,Sohea A,2045,3,2,108
Sonnenahalli,2,Skacak ,1268,2,1,56
Kambipura,2,Prrtht ,883,2,1,39
Yelahanka,3,PuziaVe,1600,3,3,100
Thanisandra,2,Bhmesy ,1056,2,2,70
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
KR Puram,2,Gasom B,1204,2,2,58
Tejaswini Nagar,3,Dhndsh ,1410,2,1,54
Hennur Road,2,Elley B,1460,2,1,80.3
Dodda Nekkundi,2,,1100,2,1,41.18
Govindapura,2,AbarkVa,1310,2,1,88
Sector 2 HSR Layout,3,Putus L,1600,3,2,90
Lottegolla Halli,2,,1250,2,2,55
Sarjapur  Road,3,SJityaz,1665,3,2,74.93
Uttarahalli,3,Aklia R,1345,2,1,57
Gandhi Bazar,6,,1020,6,1,370
Singasandra,2,SRensar,1416,2,2,67
HSR Layout,2,NRosete,1145,2,2,46
Gandhi Bazar,6,,1020,6,1,370
Jigani,3,DLhtsen,1231,3,2,58
Yelahanka,3,Neite T,1664,3,0,73.95
Gandhi Bazar,6,,1020,6,1,370
Rajiv Nagar,2,Ahntyve,972,2,2,43
3rd Phase JP Nagar,4,,4500,4,3,345
Bellandur,2,,1185,2,1,47.39
Green Glen Layout,3,,1750,3,2,81
Byadarahalli,3,Prurten,3155,4,2,316
Balagere,2,Soresea,1007,2,1,68
Rajaji Nagar,3,,1700,3,2,200
Whitefield,2,Veales ,1250,2,2,85
Telecom Layout,2,,1200,2,1,54
Horamavu Agara,2,S2ionrn,994,2,1,42.28
Ramamurthy Nagar,2,,1150,2,2,40
Thanisandra,2,MenueNo,1220,2,2,46
Hennur Gardens,2,PlhtsHe,1441,2,1,115
Old Madras Road,2,Saesttt,1157,2,2,47.32
RPC layout,6,,1300,6,3,150
Thigalarapalya,2,Prtanha,1400,2,2,105
Tindlu,3,,1370.07,3,1,65
Gandhi Bazar,6,,1020,6,1,370
Judicial Layout,2,,900,2,1,40
Kodipalya,1,,418,1,1,17
Gandhi Bazar,6,,1020,6,1,370
ISRO Layout,2,,1200,2,3,43
Talaghattapura,2,,1062,2,1,42.48
Kanakpura Road,2,,1120,2,1,51
Bannerghatta Road,2,,1012,2,1,44
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Kadabagere,2,Jahipa ,675,2,2,13.5
Kanakpura Road,2,Atarebe,1430,2,2,78
Channasandra,3,,1195,2,1,56
Old Madras Road,3,Brica E,2640,5,1,150
Bisuvanahalli,3,Prityel,1075,2,1,42
Gandhi Bazar,6,,1020,6,1,370
Sonnenahalli,2,Skacak ,1011,2,1,59
7th Phase JP Nagar,3,BriumMi,1450,2,1,102
Sarjapur  Road,2,Ahriaup,1129,2,1,69
Sarjapura - Attibele Road,2,Soe 2as,1126,2,1,36
Gandhi Bazar,6,,1020,6,1,370
Sarjapur  Road,3,MJinele,1180,2,2,45
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Hennur Road,3,Samittv,1933,3,2,140
TC Palaya,2,,1082,2,2,64
Gandhi Bazar,6,,1020,6,1,370
Anwar Layout,1,UKicte ,610,1,0,28
Gandhi Bazar,6,,1020,6,1,370
Kathriguppe,3,Prone M,1300,3,3,77.99
Gandhi Bazar,6,,1020,6,1,370
CV Raman Nagar,2,,1125,2,1,46
Gandhi Bazar,6,,1020,6,1,370
Kengeri Satellite Town,2,,777.4,2,0,25
Battarahalli,4,,2500,3,1,65
Old Airport Road,3,Roa 2ha,1798,3,1,150
Dodda Nekkundi Extension,3,AlEcone,1864,3,2,120
Whitefield,2,,1115,2,1,51.91
Kengeri,1,,400,1,1,25
Rajaji Nagar,2,,1200,2,1,70
Ananth Nagar,2,,992,2,2,24.8
Jakkasandra Extension,2,,950,2,3,57
Gandhi Bazar,6,,1020,6,1,370
Bellandur,2,Krine O,1200,2,1,62
GM Palaya,3,Srg Bnc,1735,3,2,70
BTM 2nd Stage,3,SNe 2ev,1750,3,3,172
HSR Layout,2,Ammesss,1009,2,2,56
Jalahalli,3,BrardCo,1470,2,3,102
Bannerghatta Road,3,,1527,3,2,115
Singapura Village,2,Juoryma,985,2,1,45
Gandhi Bazar,6,,1020,6,1,370
Whitefield,2,Asarqz ,1277,2,1,77
Nallurhalli,2,CMoneoo,1100,2,1,62
Whitefield,3,Brony H,1820,3,2,140
Puttanahalli,4,,1530,3,3,87
Banashankari,3,PrdgeSo,1886,3,2,205
Gandhi Bazar,6,,1020,6,1,370
Jakkur,3,BrdgeNo,1880,4,2,110
Hennur,2,Shateor,1255,2,2,52.35
Kanakpura Road,2,PrarePa,700,2,1,36
Somasundara Palya,2,,1140,2,2,46
Electronic City Phase II,2,Sryalan,1025,2,1,29.6
Gandhi Bazar,6,,1020,6,1,370
Uttarahalli,3,,1490,2,2,59.6
Gandhi Bazar,6,,1020,6,1,370
Sarjapur  Road,3,Adeatlm,1850,3,2,140
Kaikondrahalli,2,,1250,2,1,78
Kamakya Layout,4,,2400,3,1,108
Kodihalli,4,Soianal,3522,5,3,716
Jalahalli,2,Vaniai ,1244,2,2,88
Gandhi Bazar,6,,1020,6,1,370
Kengeri Satellite Town,2,DSestSt,1025,2,1,28.57
Sarjapur  Road,2,DSlesSp,1034,2,1,38
Kengeri Satellite Town,3,DSestSt,1191,2,2,33.34
Kasavanhalli,3,Maowsve,1719,3,2,71
7th Phase JP Nagar,2,,1035,2,1,39.33
Gandhi Bazar,6,,1020,6,1,370
Hosa Road,3,SJerse ,1470,2,2,84.22
Yelahanka,2,,1140,2,1,50.66
Harlur,3,SosicCl,1752.12,3,2,125
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Old Madras Road,3,Brica E,2990,3,2,170
Bannerghatta Road,3,SNity S,1660,3,2,85
Electronic City,3,Pao 3ow,1275,3,3,63.43
Bommasandra Industrial Area,3,,1365,3,1,52.81
Gandhi Bazar,6,,1020,6,1,370
Kanakpura Road,3,,2546,3,0,170
Banashankari Stage VI,3,Brens7 ,1392,3,1,69.46
Whitefield,2,Asarqz ,1245,2,1,59.76
Gandhi Bazar,6,,1020,6,1,370
Yeshwanthpur,2,IBityin,1162,2,2,64.08
Singasandra,3,EAvarum,1476,2,1,73
KR Puram,1,,700,1,1,21.5
Gandhi Bazar,6,,1020,6,1,370
Jigani,2,DLhtsen,943,2,2,48
Gandhi Bazar,6,,1020,6,1,370
Sarjapur  Road,2,VHinoel,1113,2,1,44.5
Varthur,3,Myple M,1615,3,2,69.43
Keshava Nagar,2,ETens G,1279,2,3,100
Kacharakanahalli,2,,1256,2,1,60
Benson Town,3,,1805,3,2,280
Sompura,3,Suiseit,1350,3,1,65
SRINIVASAPURA,3,,1525,3,2,68.63
Rajaji Nagar,2,ProdsWe,1357,2,1,123
Hebbal,3,Raard B,1645,3,2,117
Ardendale,3,SoystAm,1777.26,3,2,92
Bisuvanahalli,2,Prityel,845,2,2,32
Sidedahalli,2,,900,2,0,25
Varthur,2,Soamsay,1210,2,1,64.15
Electronic City Phase II,2,,829,2,1,22.8
Sarjapur  Road,3,Adeatlm,1879,3,2,155
Hosur Road,3,Collsrn,1250,2,2,50
Gandhi Bazar,6,,1020,6,1,370
Marathahalli,3,Unezes ,1108,2,1,60
Kanakpura Road,3,,1401,3,2,69
Sarjapur  Road,3,AsastDe,1157,2,1,75
Ramamurthy Nagar Extension,2,SaaceSa,1185,2,1,42.66
Green Glen Layout,3,Soweray,1751,3,2,115
Gandhi Bazar,6,,1020,6,1,370
Bannerghatta Road,3,SNity S,1880,3,2,96.5
Channasandra,2,,1175,2,2,38
Jalahalli,2,Prensin,1407,2,1,98.49
Yelachenahalli,2,Shentnd,1000,2,2,50
Electronic City,3,Briumri,1518,3,3,75
Gandhi Bazar,6,,1020,6,1,370
Tumkur Road,2,Sahtsva,1027,2,1,67
Dairy Circle,4,Soeurri,3730,6,2,430
HSR Layout,2,NRosete,1145,2,2,46
Rajaji Nagar,2,ProdsWe,1260,2,2,113
Begur Road,3,Dhalsh ,1500,2,3,47.25
Varthur,3,DSingSt,1737,2,1,57.32
Gandhi Bazar,6,,1020,6,1,370
Hegde Nagar,3,Sonosty,1500,3,2,135
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Hennur Road,2,Inaxyga,1030,2,1,46.5
Gandhi Bazar,6,,1020,6,1,370
Kammasandra,2,Sulya A,1057,2,1,35
Old Airport Road,4,Jaades ,2774,4,3,208
Thanisandra,2,SLaceda,1460,2,2,38.5
Hormavu,2,ARureig,1075,2,1,53.7
Mysore Road,3,,1080,2,1,60
Kodihalli,4,Priesla,3626,5,3,788
Ashraya Layout,6,,5100,7,3,225
Singasandra,2,SLowse ,1139.7,2,1,45
Whitefield,2,ARipsul,1074,2,1,42.8
Gandhi Bazar,6,,1020,6,1,370
Sarjapur  Road,4,Puallhi,2425,5,1,175
Sarjapur  Road,2,Maantr ,1323,2,2,74
Hennur Road,2,Puachal,1232,2,1,69.61
Kalena Agrahara,2,Prmesi ,900,2,1,40
Sarjapura - Attibele Road,1,Soe 2as,740,1,1,23.65
Hebbal,3,Mahosya,1920,3,2,134
Bannerghatta Road,3,SNity S,1550,3,2,96
Gunjur,3,MyhtsHe,1588,2,3,90
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
"Thanisandra Main Road, ",2,,1308,2,1,86
Hennur,3,MDncyhi,1340,2,2,54.27
Gandhi Bazar,6,,1020,6,1,370
Infantry Road,4,,2170,3,2,265
Thanisandra,3,Soitya ,1719,3,2,135
Horamavu Agara,2,Maows M,1107.83,2,1,41.51
Gandhi Bazar,6,,1020,6,1,370
Electronic City,1,,1090,2,1,31.48
Gandhi Bazar,6,,1020,6,1,370
Jakkur,3,BrdgeNo,1660,3,2,104
Nagavara,2,K dotna,1247,2,1,58.56
Thanisandra,3,Bhmesy ,1595,3,2,96
Kaggadasapura,2,JaaldEm,1175,2,2,50
Gandhi Bazar,6,,1020,6,1,370
Old Airport Road,2,VSletes,1184,2,1,78
Byrasandra,2,Srhan P,1100,2,2,55
Gandhi Bazar,6,,1020,6,1,370
Yelahanka,2,Niareum,1200,2,2,60
Gandhi Bazar,6,,1020,6,1,370
Neelamangala,2,,1000,2,1,45
Uttarahalli,2,KBnnupu,1000,2,0,52
Yelahanka,3,Prensya,1705,3,2,85
Tumkur Road,3,Mairer ,1060,2,2,58.3
Gandhi Bazar,6,,1020,6,1,370
Kammagondahalli,3,DiiteR ,1347,2,2,55
Gandhi Bazar,6,,1020,6,1,370
Varthur,2,Unris E,1402,2,2,95
Whitefield,3,Prtates,2280,4,2,125
Whitefield ECC Road,2,,1225,2,2,71.05
5th Phase JP Nagar,2,Maodser,1080,2,1,53
Gandhi Bazar,6,,1020,6,1,370
Lavelle Road,3,,1919,3,0,300
Begur Road,2,Dhalsh ,1100,2,2,42.6
Sarjapur  Road,4,DSndsod,2500,4,3,225
Bannerghatta Road,2,PrarePa,1200,2,2,78
Begur Road,3,Dhalsh ,1565,2,2,57.91
Gandhi Bazar,6,,1020,6,1,370
Kothanur,3,,1581,3,3,76
Whitefield,4,Prtates,2882,5,1,200
Gandhi Bazar,6,,1020,6,1,370
Krishna Reddy Layout,3,RahtsHe,2180,3,3,273
Gandhi Bazar,6,,1020,6,1,370
Abbigere,2,SLtias ,985,2,1,38.92
Sarjapur,2,Sondaka,950,2,2,35
Jai Bheema Nagar,2,,1339,2,2,55
Ayappa Nagar,3,Spity E,1449,3,1,72
Gandhi Bazar,6,,1020,6,1,370
Brindavan Layout,2,,1100,2,2,38.68
Hoskote,2,Soose P,3244,2,0,28.095
Gandhi Bazar,6,,1020,6,1,370
Billamaranahalli,2,,1100,2,3,55
Electronic City,2,,1140,2,1,32.92
Gandhi Bazar,6,,1020,6,1,370
Hanumantha Nagar,8,,3300,8,3,310
Chandapura,2,,800,1,2,30
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
3rd Block Hrbr Layout,2,Icncy R,1300,2,3,95
Kanakpura Road,2,Hahtsya,1220,2,2,60
Sarjapur  Road,3,SoniaEt,2289,3,2,178
Whitefield,2,Suhamra,1170,2,1,56
Vignana Nagar,2,,1350,2,2,89.5
Kambipura,2,Prrtht ,883,2,1,45
Thanisandra,3,Soitya ,1698,3,2,125
Ambalipura,2,,1060,2,1,58.5
Somasundara Palya,2,ManceEl,1185,2,2,75
Padmanabhanagar,3,SollyCl,2051,3,1,180
Vittasandra,2,,1404,2,1,72
Electronic City Phase II,2,Brods W,1252,2,1,67
Bannerghatta Road,3,,1885,3,1,125
Kaikondrahalli,6,,3381,6,3,225
Hormavu,2,,980,2,2,42
Rajaji Nagar,3,PhestOn,2500,3,3,340
Banashankari,3,,1420,3,1,66
Gandhi Bazar,6,,1020,6,1,370
"Banasawadi, ",3,,2312,3,2,156
Kaggadasapura,4,Golmsoy,3000,4,2,130
Jayamahal,2,,1175,2,1,70
Vinayaka Nagar,2,,1145,2,2,51
Bhoganhalli,2,Suwerlo,970,2,1,52.5
Electronic City,2,,1125,2,1,32.49
3rd Block Jayanagar,3,,2150,3,3,240
Ramagondanahalli,3,ViistLa,1635,3,1,57
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Jalahalli,1,Vaniai ,1200,2,1,66
Kathriguppe,3,,1335,2,2,73.43
Hebbal,4,Brium C,4450,6,0,449
Yeshwanthpur,2,IBityin,1166,2,1,64.08
Rajaji Nagar,3,PhestOn,2390,3,1,372
Shivaji Nagar,3,,1460,2,1,90
Gulimangala,3,Daxir E,1690,3,3,50
Gandhi Bazar,6,,1020,6,1,370
Devasandra Extension,2,,1090,2,2,32
Thanisandra,3,Bhe 2ko,1732,3,1,85.73
Whitefield,2,,1390,2,1,72
Sector 2 HSR Layout,2,DShtsow,1095,2,1,85.41
Kengeri,1,VBn 2lm,416,1,1,17.19
Channasandra Layout,3,,2400,2,3,50
Yelahanka,3,NCs 2rj,1350,2,3,85
Bannerghatta Road,3,,1453,2,2,73
Thanisandra,2,Moity S,1226,2,1,65
Gandhi Bazar,6,,1020,6,1,370
Hegde Nagar,3,Dhniail,1168,2,1,68
Bannerghatta,3,Mamespa,1776,3,2,124
Whitefield,3,CMionsy,1634,3,2,68
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Nagasandra,3,,1650,3,2,95
Whitefield,2,Pae 1ov,1190,2,1,70
JP Nagar,2,DSvvyx ,1133,2,1,33.99
Suraksha Nagar,3,AritaFe,1559,3,2,62
Gandhi Bazar,6,,1020,6,1,370
Sathya Sai Layout,4,Prowshi,6652,6,1,510
Kodichikkanahalli,2,Prs 2hi,976,2,1,50
Gandhi Bazar,6,,1020,6,1,370
Yelahanka,3,,1590,2,2,54
Binny Pete,4,Shestlo,2940,6,2,201
Yelahanka,3,NCarkna,1633,3,2,110
Ramagondanahalli,2,ViistLa,1151,2,2,46
Kereguddadahalli,3,DSdorSp,1400,2,2,42
Uttarahalli,2,DSera S,1037,2,1,36
Thanisandra,2,SLaceda,1188,2,1,36
Raja Rajeshwari Nagar 5th Stage,2,Amnavdr,1060,2,1,52
Thigalarapalya,3,Prtanha,2215,4,2,162
Hennur,2,,1255,2,2,54.5
Gandhi Bazar,6,,1020,6,1,370
Hormavu,2,ARureig,1075,2,1,53.7
Harlur,4,Prncyrn,2569,5,3,180
ITPL,2,,900,2,1,27
Kudlu Gate,2,Sanzaat,1183,2,1,79.54
HSR Layout,2,Veyal V,1100,2,2,44
GM Palaya,3,,1643,2,2,70
Banagiri Nagar,3,,1500,2,2,120
Jakkur,2,HRaniIb,1291,2,1,75
Gandhi Bazar,6,,1020,6,1,370
Electronic City,2,GMown E,1060,2,1,55
7th Phase JP Nagar,3,Eladero,1575,2,2,110
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Mahadevpura,2,Neisei ,1236,2,1,58
Ramamurthy Nagar,3,,1350,2,2,39
Malleshwaram,3,Sariaat,2475,4,3,326
Gandhi Bazar,6,,1020,6,1,370
Haralur Road,4,Oznzaes,4694,5,3,375
Electronic City,2,,1200,2,1,34.66
Gandhi Bazar,6,,1020,6,1,370
Harlur,2,,1225,2,2,56
Thanisandra,2,Bhmesy ,1056,2,1,75
9th Phase JP Nagar,3,,1240,2,2,42.85
Banashankari,3,,1200,3,2,74.52
Kudlu Gate,3,Sanzaat,1850,3,2,110
Amblipura,4,IDldsin,3150,4,3,180
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Chandapura,3,SunceEs,1185,2,2,30.22
Jigani,2,DLhtsan,918,2,2,56
GD Layout,3,,1330,2,2,68
Munnekollal,3,Raisys ,1540,2,3,70
Lakshminarayana Pura,2,RothaVa,1200,2,2,80
Sunkan palya,2,,927,2,2,37
CV Raman Nagar,3,,1400,2,2,78
Hosur Road,2,Saageat,1345,2,2,106
Gandhi Bazar,6,,1020,6,1,370
8th Phase JP Nagar,2,HMityld,1510,2,3,80
Malleshwaram,2,,302,2,1,25
Kanakpura Road,1,PrarePa,525,2,1,27
Gandhi Bazar,6,,1020,6,1,370
Vidyaranyapura,3,,1100,2,2,72
Gandhi Bazar,6,,1020,6,1,370
Kanakpura Road,3,PrarePa,1100,3,2,53
Hormavu,4,Kolisl ,2282,4,0,115
Jayanti Nagar,2,,760,2,1,37.49
Gandhi Bazar,6,,1020,6,1,370
Yeshwanthpur Industrial Suburb,6,Essic C,3800,6,0,390
Gandhi Bazar,6,,1020,6,1,370
8th Phase JP Nagar,3,,3300,3,2,165
Thubarahalli,3,,1242,3,1,51
Gandhi Bazar,6,,1020,6,1,370
Uttarahalli,3,SLnssPr,1245,2,2,43.58
Kadugodi,2,,1088,2,2,44
Sahakara Nagar,2,VincyRe,1200,2,0,46
Gandhi Bazar,6,,1020,6,1,370
Haralur Road,2,,1309,2,1,82
BTM 1st Stage,3,,1717,3,2,200
7th Phase JP Nagar,3,BriumMi,2100,3,2,200
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Maruthi Nagar,3,,1250,3,2,42
Hebbal,3,Brium C,3520,5,2,240
5th Phase JP Nagar,2,Mangsr ,1041,2,2,54
Sarjapur  Road,3,Shthi S,1505,2,2,60
Bannerghatta,3,Mamespa,1776,3,2,150
Bellandur,3,OriewLa,1767,3,2,89
Rajiv Gandhi Nagar,2,Almid P,1293,2,2,80
Kengeri,2,,1320,2,1,50
Bhuvaneshwari Nagar,2,Viowsen,1280,2,2,68.48
Thanisandra,2,Bhe 2ko,1245,2,1,83.05
Haralur Road,2,,1027,1,2,44
Yelenahalli,2,,1200,2,2,46.17
Kanakpura Road,3,PrarePa,1100,3,2,58
Gandhi Bazar,6,,1020,6,1,370
Kannamangala,3,Sonue A,1814,3,1,129
Ramagondanahalli,3,DNeremo,1610,2,1,112
Gandhi Bazar,6,,1020,6,1,370
Kasavanhalli,3,Oca 2 V,1600,3,3,79
Old Mangammanapalya Road,3,,3200,4,2,140
Canara Bank Colony,3,,1250,2,1,77.13
Haralur Road,2,,1243,2,2,46
Kanakpura Road,3,JRrnauv,1452,3,3,60.98
Ittamadu,3,Naory G,1475,3,3,75
Electronic City,2,SJityVe,1353,2,3,75
Gandhi Bazar,6,,1020,6,1,370
Electronics City Phase 1,3,,1750,3,2,58
Gandhi Bazar,6,,1020,6,1,370
Sahakara Nagar,2,Rauil T,1270,2,1,96
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Thanisandra,4,G conTh,2695,4,3,188
Hessarghatta,3,StwarSi,1330,3,2,65
Electronic City,2,,660,1,0,18
BTM 2nd Stage,2,Catle C,1400,2,3,90
Gubbalala,4,,4000,5,1,195
Kanakpura Road,3,PuandHi,1700,3,2,75
Kasavanhalli,2,Bhensa ,1585,2,2,90
Kothanur,3,,1385,3,3,67
Electronic City,2,Prarkun,1128,2,1,67
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
HSR Layout,2,VaiewV ,1203,2,2,60
Mallasandra,2,Shbhi S,905,2,1,35
Hennur Road,3,Orens G,1450,3,2,79
Varthur,2,MKllei ,1105,2,3,38
Gandhi Bazar,6,,1020,6,1,370
Jalahalli,3,Vanami ,1530,2,3,89
Whitefield,2,SMuilan,1105,2,1,35.4
Dasarahalli,2,KSliaor,1333,2,1,78.56
Hongasandra,2,,1065,2,2,45
Haralur Road,2,,1243,2,2,46
Old Madras Road,3,Saesttt,1530,3,2,76.34
Gandhi Bazar,6,,1020,6,1,370
Whitefield,2,BrlisCo,1270,2,1,94
Bellandur,3,OriewLa,1830,3,3,89
Chandapura,2,,900,2,3,35
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Bannerghatta Road,3,SNity S,1450,2,2,78
J C Nagar,3,,1525,3,3,65
Mahalakshmi Layout,2,,1080,2,1,67
Bagalur Main Road,2,,1220,2,2,72
Begur Road,2,Dhalsh ,1200,2,2,44.4
Gandhi Bazar,6,,1020,6,1,370
Govindapura,2,,1500,2,2,60
Koramangala,2,,1355,2,2,95
Electronic City,2,GMown E,1070,2,1,57
CV Raman Nagar,3,Pu270a ,1980,4,1,180
Bommasandra,2,Niara S,842,2,2,30
Bannerghatta Road,1,Baanise,700,1,1,31.2
Doddakammanahalli,3,,2500,4,1,65
Gandhi Bazar,6,,1020,6,1,370
Dena Bank Colony,2,Chntsat,1100,2,2,75
Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,40.54
Budigere,3,PrityTr,1820,3,2,85
Gandhi Bazar,6,,1020,6,1,370
Thanisandra,2,MenueNo,1185,2,2,43.5
Varthur,3,,2145,3,2,170
Whitefield,2,Priew P,1220,2,1,89
Whitefield,2,Sonviik,1116,2,3,51.91
6th Phase JP Nagar,2,HMinebo,1192,2,3,75
Marathahalli,3,NCenega,1449,3,2,110
Gandhi Bazar,6,,1020,6,1,370
Electronic City,3,BrnoxEq,1700,3,2,90
Hebbal,3,Mahosya,1920,3,2,150
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
"Sarjapur Road, ",3,,1700,3,2,74
Hoodi,2,Hahtsde,1447,3,2,76
Kanakpura Road,2,Soazak ,1329,2,1,107
Sarjapur  Road,3,Esatea ,1314,2,2,70.44
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Hosa Road,3,Sosisic,1513,3,1,103
Vittasandra,2,Prlla C,1246,2,1,67.5
Ganga Nagar,1,,705,1,1,65
Dasarahalli,2,Syonyph,1220,2,2,62
Yelahanka New Town,3,,1800,2,1,45
Kaval Byrasandra,3,,1400,3,2,75
Kasavanhalli,2,Bhensa ,1245,2,2,80
Anantapuram,3,GKiewke,1495,2,1,63
Gandhi Bazar,6,,1020,6,1,370
Gollarapalya Hosahalli,2,Mauner ,996,2,2,36.5
Yelahanka New Town,2,,1000,2,1,44
Chikka Banaswadi,2,SuntsAp,1250,2,3,75
Chandapura,2,SunceEs,975,2,1,24.86
Thanisandra,3,Pronyt ,1261,2,1,80
Electronics City Phase 1,2,Raenti ,1080,2,2,46
Akshayanagara East,2,HoDewy ,1230,2,1,50
Kammasandra,2,,982,2,2,25.53
Bommasandra,3,SSestth,1260,3,1,49.36
HSR Layout,3,PuontFa,1590,2,2,135
Horamavu Agara,2,Suise S,1220,2,2,39
Electronic City Phase II,3,Sryalan,1320,2,1,38.12
Green Glen Layout,3,Solia D,1750,3,2,105
Whitefield,3,Iseenst,1436,2,3,62.15
Gandhi Bazar,6,,1020,6,1,370
Malleshwaram,2,Rintspa,1500,2,0,140
Varthur,3,Caiseur,1560,3,2,90
Whitefield,3,,3758,3,1,300
Belatur,2,Indanrt,1275,2,2,59
Ramanjaneyanagar,2,,1040,2,2,36.4
Bellandur,3,BhreeBa,2400,3,2,115
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Karuna Nagar,3,CoinoCu,1960,3,2,165
JP Nagar,4,Brnumnn,3200,5,3,309
Yeshwanthpur,2,Vatra N,1195,2,2,100
Hosakerehalli,5,,4500,5,2,145
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Javarandoddi,1,,648,1,1,40
Sarjapur  Road,3,Supleon,2100,3,2,130
Thanisandra main road,4,,4209,4,2,602
Kudlu,2,Srrnasa,1027,2,1,44
Gandhi Bazar,6,,1020,6,1,370
Bommasandra,3,SSestth,1365,3,1,52.82
Yelahanka New Town,1,KHatsFl,650,1,1,18
Gandhi Bazar,6,,1020,6,1,370
Cooke Town,2,,1100,2,3,90
7th Phase JP Nagar,3,LencyRe,1075,2,1,57
Banashankari,2,SuentAp,1100,2,1,63
Akshya Nagar,3,,1320,2,1,58
Kammasandra,3,Daden G,1500,3,2,65
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Vittasandra,2,Prlla C,1246,2,1,67.5
Bhoganhalli,3,Rosha I,1718,3,2,90.2
Bisuvanahalli,3,Prityel,1075,2,1,32
Chennammana Kere,3,,1480,3,1,75.48
Austin Town,1,,500,1,1,13
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Kanakpura Road,2,,1041,2,1,36.44
Doddanekundi,2,,1128,2,2,48.4
Hosur Road,3,Kelmsoy,1685,3,1,90
Guddadahalli,2,KSidems,1180,2,2,65
Ejipura,2,BadorSp,1200,2,1,60
Mangammanapalya,3,,1250,3,2,39.5
Kanakpura Road,2,PrarePa,900,2,1,41
